doc_id,filename,Texto,label
536,cj68,"When the snobbery that alienates Pip from Joe finally gives way before the deeper and stronger force of love , the reunion is marked by an embarrassed handshake at which Pip exclaims : `` No , don't wipe it off -- for God's sake , give me your blackened hand '' ! !",learned
537,cj68,"Pip's abject leave-taking of Miss Havisham , during which he kneels to kiss her hand , signalizes his homage to a supposed patroness who seems to be opening up for him a new world of glamour ; ;",learned
538,cj68,"when , on the journey to London that immediately follows , he pauses nostalgically to lay his hand upon the finger-post at the end of the village , the wooden pointer symbolically designates a spiritual frontier between innocence and the corruption of worldly vanity .",learned
539,cj68,"Incidentally , one cannot miss the significance of this gesture , for Dickens reintroduces it associatively in Pip's mind at another moral and psychological crisis -- his painful recognition , in a talk with Herbert Pocket , that his hopeless attachment to Estella is as self-destructive as it is romantic .",learned
540,cj68,In both cases the finger-post represents Pip's heightened awareness of contrary magnetisms .,learned
541,cj68,A variety of hand movements helps dramatize the moral climate of the fallen world Pip encounters beyond the forge .,learned
542,cj68,"The vulture-like attendance of the Pocket family upon Miss Havisham is summed up in the hypocritical gestures of Miss Camilla Pocket , who puts her hand to her throat in a feigned spasm of grief-stricken choking , then lays it `` upon her heaving bosom '' with `` an unnatural fortitude of manner '' , and finally kisses it to Miss Havisham in a parody of the lady's own mannerism toward Estella .",learned
543,cj68,Pumblechook's hands throughout the novel serve to travesty greed and hypocritical self-aggrandizement .,learned
544,cj68,We first see him shaking Mrs. Joe's hand on discovering the sizable amount of the premium paid to her husband for Pip's indenture as an apprentice and later pumping Pip's hands `` for the hundredth time at least '' ( `` May I -- may I -- '' ? ?,learned
545,cj68,) in effusive congratulation to Pip on his expectations .,learned
546,cj68,"We take leave of Pumblechook as he gloats over Pip's loss of fortune , extending his hand `` with a magnificently forgiving air '' and exhibiting `` the same fat five fingers '' , one of which he identifies with `` the finger of Providence '' and shakes at Pip in a canting imputation of the latter's `` ingratitoode '' and his own generosity as Pip's `` earliest benefactor '' .",learned
547,cj68,"Pip first learns `` the stupendous power of money '' from the sycophantic tailor , Mr. Trabb , whose brutality to his boy helper exactly matches the financial resource of each new customer , and whose fawning hands touch `` the outside of each elbow '' and `` rub '' Pip out of the shop .",learned
548,cj68,"The respectability which money confers implies a different etiquette , and , upon taking up the life of a London gentleman , Pip must learn from Herbert Pocket that `` the spoon is not generally used over-hand , but under '' .",learned
549,cf30,"Surrounded by ancient elms , the campus is spacious and beautiful .",lore
550,cf30,The buildings are mostly Georgian .,lore
551,cf30,"The Dartmouth student does not live in monastic seclusion , as he once did .",lore
552,cf30,"But his is still a simple life relatively free of the female presence or influence , and he must go far , even though he may go fast , for sophisticated pleasures .",lore
553,cf30,"He is still heir to the rare gifts of space and silence , if he chooses to be .",lore
554,cf30,"He is by no means the country boy he might have been in the last century , down from the hills with bear grease on his hair and a zeal for book learning in his heart .",lore
555,cf30,The men's shops on Hanover's Main Street compare favorably with those in Princeton and New Haven .,lore
556,cf30,"And the automobiles that stream out of Hanover each weekend , toward Smith and Wellesley and Mount Holyoke , are no less rakish than those leaving Cambridge or West Philadelphia .",lore
557,cf30,But there has always been an outdoor air to Dartmouth .,lore
558,cf30,The would-be sophisticate and the citybred youth adopt this air without embarrassment .,lore
559,cf30,No one here pokes fun at manly virtues .,lore
560,cf30,And this gives rise to an easy camaraderie probably unequaled elsewhere in the Ivy League .,lore
561,cf30,It even affects the faculty .,lore
562,cf30,"Thus , when Dartmouth's Winter Carnival -- widely recognized as the greatest , wildest , roaringest college weekend anywhere , any time -- was broadcast over a national television hookup , Prexy John Sloan Dickey appeared on the screen in rugged winter garb , topped off by a tam-o'-shanter which he confessed had been acquired from a Smith girl .",lore
563,cf30,"President Dickey's golden retriever , frolicking in the snow at his feet , added to the picture of masculine informality .",lore
564,cf30,This carefree disdain for `` side '' cropped up again in the same television broadcast .,lore
565,cf30,"Dean Thaddeus Seymour , wearing ski clothes , was crowning a beauteous damsel queen of the Carnival .",lore
566,cf30,She must have looked temptingly pretty to the dean as he put the crown on her head .,lore
567,cf30,So he kissed her .,lore
568,cf30,No Dartmouth man was surprised .,lore
569,cf30,Dartmouth students enjoy other unusual diversions with equal sang-froid .,lore
570,cf30,"For example , groups regularly canoe down the Connecticut River .",lore
571,cf30,"This is in honor of John Ledyard , class of 1773 , who scooped a canoe out of a handy tree and first set the course way back in his own student days .",lore
572,cf30,And these hardy travelers are not unappreciated today .,lore
573,cf30,"They are hailed by the nation's press , and Smith girls throng the riverbanks at Northampton and refresh the voyageurs with hot soup and kisses .",lore
574,cf30,Dartmouth's favorite and most characteristic recreation is skiing .,lore
575,cf30,"Since the days when their two thousand pairs of skis outnumbered those assembled anywhere else in the United States , the students have stopped regarding the Olympic Ski Team as another name for their own .",lore
576,cf30,"Yet Dartmouth still is the dominant member of the Intercollegiate Ski Union , which includes the winter sports colleges of Canada as well as those of this country .",lore
577,cf30,"Dartmouth students ski everywhere in winter , starting with their own front door .",lore
578,cf30,"They can hire a horse and go ski-joring behind him , or move out to Oak Hill , where there's a lift .",lore
579,cf30,"The Dartmouth Skiway , at Holt's Ledge , ten miles north of the campus , has one of the best terrains in the East , ranging from novice to expert .",lore
580,cf30,"Forty miles farther north is Mount Moosilauke , Dartmouth's own mountain .",lore
581,cf30,"Here , at the Ravine Lodge , President Dickey acts as host every year to about a hundred freshmen who are being introduced by the Dartmouth Outing Club to life on the trails .",lore
582,cf30,"The Lodge , built of hand-hewn virgin spruce , can handle fifty people for dining , sleeping , or lounging in its huge living room .",lore
583,cf30,"The Outing Club also owns a chain of fourteen cabins and several shelters , extending from the Vermont hills , just across the river from the college , through Hanover to the College Grant -- 27,000 acres of wilderness 140 miles north up in the logging country .",lore
584,cf30,"The cabins are equipped with bunks , blankets , and cooking equipment and are ideal bases for hikes and skiing trips .",lore
585,cf30,"The club runs regular trips to the cabins , but many of the students prefer to take off in small unofficial groups for a weekend of hunting , fishing , climbing , or skiing .",lore
586,cf30,"Under the auspices of the Outing Club , Dartmouth also has the Mountaineering Club , which takes on tough climbs like Mount McKinley , and Bait & Bullet , whose interests are self-evident , and even sports a Woodman's Team , which competes with other New England colleges in wood sawing and chopping , canoe races , and the like .",lore
587,cf30,"There is much to be said for a college that , while happily attuned to the sophisticated Ivies , still gives its students a chance to get up early in the morning and drive along back roads where a glimpse of small game , deer , or even bear is not uncommon .",lore
588,cf30,"City boys find a lot of learning in the feel of an ax handle or in the sharp tang of a sawmill , come upon suddenly in a backwoods logging camp .",lore
589,cf30,"And on the summit of Mount Washington , where thirty-five degrees below zero is commonplace and the wind velocity has registered higher than anywhere else in the world , there is a kind of wisdom to be found that other men often seek in the Himalayas `` because it is there '' .",lore
590,cf30,There is much to be said for such a college -- and Dartmouth men have been accused of saying it too often and too loudly .,lore
591,cf30,Their affection for their college home has even caused President Dickey to comment on this `` place loyalty '' as something rather specially Hanoverian .,lore
592,cf30,Probably a lawyer once said it best for all time in the Supreme Court of the United States .,lore
593,cf30,Early in the nineteenth century the State of New Hampshire was casting about for a way to found its own state university .,lore
594,cf30,"It fixed on Dartmouth College , which was ready-made and just what the proctor ordered .",lore
595,cf30,"The legislators decided to `` liberate '' Dartmouth and entered into a tug-o'-war with the college trustees over the control of classrooms , faculty , and chapel .",lore
596,cf30,For a time there were two factions on the campus fighting for possession of the student body .,lore
597,cf30,The struggle was resolved in 1819 in the Supreme Court in one of the most intriguing cases in our judicial history .,lore
598,cf30,In 1817 the lawyers were generally debating the legal inviolability of private contracts and charters .,lore
599,cf30,"A lawyer , hired by the college , was arguing specifically for Dartmouth : Daniel Webster , class of 1801 , made her plight the dramatic focus of his whole plea .",lore
600,cf30,"In an age of oratory , he was the king of orators , and both he himself and Chief Justice Marshall were bathed in manly tears , as Uncle Dan'l reached his thundering climax :",lore
601,cf30,"`` It is , sir , as I have said , a small college , and yet there are those who love it .",lore
602,cf30,'',lore
603,cf30,"Dartmouth is today still a small college -- and still a private one , thanks to Webster's eloquence .",lore
604,cf30,"This is not out of keeping with its origins , probably the most humble of any in the Ivy group .",lore
605,cf30,"Eleazar Wheelock , a Presbyterian minister , founded the school in 1769 , naming it after the second earl of Dartmouth , its sponsor and benefactor .",lore
606,cf30,"Eleazar , pausing on the Hanover plain , found its great forests and remoteness good and with his own hands built the first College Hall , a log hut dedicated `` for the education & instruction of Youth of the Indian Tribes in this Land in reading , writing & all parts of learning which shall appear necessary and expedient for civilizing & christianizing Children of Pagans as well as in all liberal Arts and Sciences ; ;",lore
607,cf30,and also of English Youth and any others '' .,lore
608,cf30,"It was a hardy undertaking , and Wheelock's was indeed `` a voice crying in the wilderness '' .",lore
609,cf30,A road had to be hacked through trackless forests between Hanover and Portsmouth to permit Governor Wentworth and a company of gentlemen to attend the first Dartmouth commencement in 1771 .,lore
610,cf30,The governor and his retinue thoughtfully brought with them a glorious silver punchbowl which is still one of the cherished possessions of the college .,lore
611,cf30,The exuberance on this occasion set a standard for subsequent Dartmouth gatherings .,lore
612,cf30,A student orator `` produced tears from a great number of the learned '' even before the punch was served .,lore
613,cf30,"Then from the branches of a near-by tree an Indian underclassman , disdaining both the platform and the English language , harangued the assemblage in his aboriginal tongue .",lore
614,cf30,"Governor Wentworth contributed an ox for a barbecue on the green beneath the three-hundred-foot pines , and a barrel of rum was broached .",lore
615,cf30,"The cook got drunk , and President Wheelock proved to be a man of broad talents by carving the ox himself .",lore
616,cf30,"Future commencements were more decorous perhaps , but the number of graduates increased from the original four at a relatively slow pace .",lore
617,cf30,"By the end of the nineteenth century , in 1893 , when the Big Three , Columbia , and Penn were populous centers of learning , Dartmouth graduated only sixty-nine .",lore
618,cf30,"The dormitories , including the beloved Dartmouth Hall , could barely house two hundred students in Spartan fashion .",lore
619,cf30,Then in 1893 Dr. William Jewett Tucker became president and the college's great awakening began .,lore
620,cf30,He transformed Dartmouth from a small New Hampshire institution into a national college .,lore
621,cf30,"By 1907 the number of undergraduates had risen to 1,107 .",lore
622,cf30,"And at his last commencement , in that year , Dr. Tucker and Dartmouth were honored by the presence of distinguished academic visitors attesting to the new stature of the college .",lore
623,cf30,"The presidents of Cornell , Wisconsin , C.C.N.Y. , Bowdoin , Vermont , Brown , Columbia , Princeton , Yale , and Harvard and the presidents emeritus of Harvard and Michigan were there .",lore
624,cf30,"Dartmouth is numerically still a small college today , with approximately twenty-nine hundred undergraduates .",lore
625,cf30,"But it has achieved a cross-section of students from almost all the states , and two-thirds of its undergraduates come from outside New England .",lore
626,cf30,Over 450 different schools are usually represented in each entering class .,lore
627,cf30,"Only a dozen or so schools send as many as six students , and there are seldom more than fifteen men in any single delegation .",lore
628,cf30,About two-thirds of the boys now come from public schools .,lore
629,cf30,It is still a college only and not a university ; ;,lore
630,cf30,"it is , in fact , the only college in the Ivy group .",lore
631,cf30,"However , three distinguished associated graduate schools offer professional curriculums -- the Dartmouth Medical School ( third oldest in the country and founded in 1797 ) , the Thayer School of Engineering , and the Amos Tuck School of Business Administration .",lore
632,cf30,"All three are purposely kept small , with a current total enrollment of about two hundred .",lore
633,cf30,"All three schools coordinate their educational programs with that of the undergraduate college and , like the college proper , place emphasis upon a broad liberal arts course as the proper foundation for specialized study .",lore
634,cf30,"Students of the college who are candidates for the A.B. degree and can satisfy the academic requirements of the medical and business schools , may enter either of these associated schools at the beginning of senior year , thus completing the two-year postgraduate course in one year .",lore
635,cf30,"The Thayer School offers a year of postgraduate study in somewhat the same way , after a boy wins a B.S. in engineering .",lore
636,cf30,So Dartmouth is moving closer to the others in the Ivy group .,lore
637,cf30,"It is still , however , the junior member of the League , if not in years at least in the catching up it has had to do .",lore
638,cf30,It has not been a well-known school for any part of the span the other Ivies have enjoyed .,lore
639,cf30,"However much football has been over-emphasized , the public likes to measure its collegiate favorites by the scoreboard , so , while Yale need never give its record a thought again since outscoring its opponents 694 to 0 in the season of 1888 , Dartmouth had to wait until its championship team of 1925 for national recognition .",lore
640,cf30,It has come on with a rush in more significant areas .,lore
641,cf30,Today it espouses certain ideas in its curriculum that other institutions might consider somewhat breathtaking .,lore
642,cf30,"But Dartmouth preserves its youthful brashness even in its educational attitudes , and , although some of its experiments may still be in the testing stage , they make for lively copy .",lore
643,cf30,President Emeritus Hopkins once proposed to corral an `` aristocracy of brains '' in Hanover .,lore
644,cd02,"If the content of faith is to be presented today in a form that can be `` understanded of the people '' -- and this , it must not be forgotten , is one of the goals of the perennial theological task -- there is no other choice but to abandon completely a mythological manner of representation .",religion
645,cd02,This does not mean that mythological language as such can no longer be used in theology and preaching .,religion
646,cd02,The absurd notion that demythologization entails the expurgation of all mythological concepts completely misrepresents Bultmann's intention .,religion
647,cd02,"His point is not that mythology may not be used , but that it may no longer be regarded as the only or even the most appropriate conceptuality for expressing the Christian kerygma .",religion
648,cd02,"When we say that a mythological mode of thought must be completely abandoned , we mean it must be abandoned as the sole or proper means for presenting the Christian understanding of existence .",religion
649,cd02,"Mythological concepts may by all means still be used , but they can be used responsibly only as `` symbols '' or `` ciphers '' , that is , only if they are also constantly interpreted in nonmythological ( or existential ) terms .",religion
650,cd02,"The statement is often made that when Bultmann argues in this way , he `` overestimates the intellectual stumbling-block which myth is supposed to put in the way of accepting the Christian faith '' .",religion
651,cd02,But this statement is completely unconvincing .,religion
652,cd02,"If Bultmann's own definition of myth is strictly adhered to ( and it is interesting that this is almost never done by those who make such pronouncements ) , the evidence is overwhelming that he does not at all exaggerate the extent to which the mythological concepts of traditional theology have become incredible and irrelevant .",religion
653,cd02,Nor is it necessary to look for such evidence in the great urban centers of our culture that are admittedly almost entirely secularized and so profoundly estranged from the conventional forms in which the gospel has been communicated .,religion
654,cd02,"On the contrary , even in the heart of `` the Bible belt '' itself , as can be attested by any one who is called to work there , the industrial and technological revolutions have long been under way , together with the corresponding changes in man's picture of himself and his world .",religion
655,cd02,"In fact , it is in just such a situation that the profundity of Bultmann's argument is disclosed .",religion
656,cd02,"Although the theological forms of the past continue to exist in a way they do not in a more secularized situation , the striking thing is the rapidity with which they are being reduced to a marginal existence .",religion
657,cd02,This is especially in evidence among the present generation of the suburban middle class .,religion
658,cd02,"Time and again in counseling and teaching , one encounters members of this group whose attempts to bring into some kind of unity the insubstantial mythologies of their `` fundamentalist '' heritage and the stubborn reality of the modern world are only too painfully obvious .",religion
659,cd02,The same thing is also evidenced by the extreme `` culture-Protestantism '' so often observed to characterize the preaching and teaching of the American churches .,religion
660,cd02,"In the absence of a truly adequate conceptuality in which the gospel can be expressed , the unavoidable need to demythologize it makes use of whatever resources are at hand -- and this usually means one or another of the various forms of `` folk religion '' current in the situation .",religion
661,cd02,This is not to say that the only explanation of the present infatuation with Norman Vincent Peale's `` cult of reassurance '' or the other types of a purely cultural Christianity is the ever-present need for a demythologized gospel .,religion
662,cd02,But it is to say that this need is far more important for such infatuation than most of the pundits seem to have suspected .,religion
663,cd02,"However , even if the latent demand for demythologization is not nearly as widespread as we are claiming , at least among the cultured elements of the population there tends to be an almost complete indifference to the church and its traditional message of sin and grace .",religion
664,cd02,"To be sure , when this is pointed out , a common response among certain churchmen is to fulminate about `` the little flock '' and `` the great crowd '' and to take solace from Paul's castigation of the `` wisdom of the wise '' in the opening chapter of First Corinthians .",religion
665,cd02,But can we any longer afford the luxury of such smug indigation ? ?,religion
666,cd02,"Can the church risk assuming that the `` folly '' of men is as dear to God as their `` wisdom '' , or , as is also commonly implied , that `` the foolishness of God '' and `` the foolishness of men '' are simply two ways of talking about the same thing ? ?",religion
667,cd02,Can we continue to alienate precisely those whose gifts we so desperately need and apart from whose co-operation our mission in the world must become increasingly precarious ? ?,religion
668,cd02,"There is an ancient and venerable tradition in the church ( which derives , however , from the heritage of the Greeks rather than from the Bible ) that God is completely independent of his creation and so has no need of men for accomplishing his work in the world .",religion
669,cd02,"By analogy , the church also has been regarded as entirely independent of the `` world '' in the sense of requiring nothing from it in order to be the church .",religion
670,cd02,"But , as Scripture everywhere reminds us , God does have need of his creatures , and the church , a fortiori , can ill afford to do without the talents with which the world , by God's providence , presents it .",religion
671,cd02,"And yet this is exactly the risk we run when we assume , as we too often do , that we can continue to preach the gospel in a form that makes it seem incredible and irrelevant to cultured men .",religion
672,cd02,"Until we translate this gospel into a language that enlightened men today can understand , we are depriving ourselves of the very resources on which the continued success of our witness most certainly depends .",religion
673,cd02,"In arguing in this way , we are obviously taking for granted that a demythologized restatement of the kerygma can be achieved ; ;",religion
674,cd02,and that we firmly believe this will presently become evident when we set forth reasons to justify such a conviction .,religion
675,cd02,"But the main point here is that even if such a restatement were not possible , the demand to demythologize the kerygma would still be unavoidable .",religion
676,cd02,This is what we mean when we say this demand must be accepted without condition .,religion
677,cd02,"If to be a Christian means to say yes where I otherwise say no , or where I do not have the right to say anything at all , then my only choice is to refuse to be a Christian .",religion
678,cd02,"Expressed differently : if the price for becoming a faithful follower of Jesus Christ is some form of self-destruction , whether of the body or of the mind -- sacrificium corporis , sacrificium intellectus -- then there is no alternative but that the price remain unpaid .",religion
679,cd02,This must be stressed because it is absolutely essential to the argument of this concluding chapter .,religion
680,cd02,"Modern man , as Dietrich Bonhoeffer has told us , has `` come of age '' ; ;",religion
681,cd02,"and though this process by no means represents an unambiguous gain and is , in fact , marked by the estrangement from the depths that seems to be the cost of human maturation , it is still a positive step forward ; ;",religion
682,cd02,and those of us who so richly benefit from it should be the last to despise it .,religion
683,cd02,"In any event , it is an irreversible step , and if we are at all honest with ourselves , we will know we have no other alternative than to live in the world in which God has seen fit to place us .",religion
684,cd02,"To say this , of course , is to take up a position on one side of a controversy going on now for some two hundred years , or , at any rate , since the beginning of the distinctively modern period in theological thought .",religion
685,cd02,"We have aligned ourselves with that `` liberal '' tradition in Protestant Christianity that counts among the great names in its history those of Schleiermacher , Ritschl , Herrmann , Harnack , and Troeltsch , and more recently , Schweitzer and the early Barth and , in part at least , Bultmann .",religion
686,cd02,It is to this same tradition that most of the creative figures in the last century and a half of American theology also belong .,religion
687,cd02,"For we must number here not only the names of Bushnell , Clarke , and Rauschenbusch , not to mention those of `` the Chicago School '' and Macintosh , but those of the brothers Niebuhr and ( if America may claim him ! !",religion
688,cd02,) Tillich as well .,religion
689,cd02,"Finally , we may also mention the several members of the self-consciously `` neoliberal '' movement that developed at the University of Chicago and is heavily indebted philosophically to the creative work of Alfred North Whitehead .",religion
690,cd02,What makes this long and diverse tradition essentially one is that those who have belonged to it have been profoundly in earnest about being modern men in a distinctively modern world .,religion
691,cd02,"Although they have also been concerned to stand squarely within the tradition of the apostolic church , they have exhibited no willingness whatever to sacrifice their modernity to their Christianity .",religion
692,cd02,"They have insisted , rather , on living fully and completely within modern culture and , so far from considering this treason to God , have looked upon it as the only way they could be faithful to him .",religion
693,cd02,"When we say , then , that today , in our situation , the demand for demythologization must be accepted without condition , we are simply saying that at least this much of the liberal tradition is an enduring achievement .",religion
694,cd02,"However much we may have to criticize liberal theology's constructive formulations , the theology we ourselves must strive to formulate can only go beyond liberalism , not behind it .",religion
695,cd02,In affirming this we have already taken the decisive step in breaking the deadlock into which Bultmann's attempt to formulate such a theology has led .,religion
696,cd02,"For we have said , in effect , that of the two alternatives to his position variously represented by the other participants in the demythologizing discussion , only one is really an alternative .",religion
697,cd02,"If the demand for demythologization is unavoidable and so must be accepted by theology unconditionally , the position of the `` right '' is clearly untenable .",religion
698,cd02,"Whereas Bultmann's `` center '' position is structurally inconsistent and is therefore indefensible on formal grounds alone , the general position of the `` right '' , as represented , say , by Karl Barth , involves the rejection or at least qualification of the demand for demythologization and so is invalidated on the material grounds we have just considered .",religion
699,cd02,"It follows , then , provided the possibilities have been exhausted , that the only real alternative is the general viewpoint of the `` left '' , which has been represented on the Continent by Fritz Buri and , to some extent at least , is found in much that is significant in American and English theology .",religion
700,cd02,"In order to make the implications of our position as clear as possible , we may develop this argument at greater length .",religion
701,cd02,"We may show , first , that there cannot possibly be an alternative other than the three typically represented by Bultmann , Barth , and Buri .",religion
702,cd02,"To do this , it is sufficient to point out that if the principle in terms of which alternatives are to be conceived is such as to exclude more than two , then the question of a `` third '' possibility is a meaningless question .",religion
703,cd02,"Thus , if what is at issue is whether `` All S is P '' , it is indifferent whether `` Some S is not P '' or `` No S is P '' , since in either case the judgment in question is false .",religion
704,cd02,"Hence , if what is in question is whether in a given theology myth is or is not completely rejected , it is unimportant whether only a little bit of myth or a considerable quantity is accepted ; ;",religion
705,cd02,"for , in either event , the first possibility is excluded .",religion
706,cd02,"Therefore , the only conceivable alternatives are those represented , on the one hand , by the two at least apparently self-consistent but mutually exclusive positions of Buri and Barth and , on the other hand , by the third but really pseudo position ( analogous to a round square ) of Bultmann .",religion
707,cd02,A second point requires more extended comment .,religion
708,cd02,"It will be recalled from the discussion in Section 7 that the position of the `` right '' , as represented by Barth , rests on the following thesis : The only tenable alternative to Bultmann's position is a theology that ( 1 ) rejects or at least qualifies his unconditioned demand for demythologization and existential interpretation ; ;",religion
709,cd02,( 2 ) accepts instead a special biblical hermeneutics or method of interpretation ; ;,religion
710,cd02,"and ( 3 ) in so doing , frees itself to give appropriate emphasis to the event Jesus Christ by means of statements that , from Bultmann's point of view , are mythological .",religion
711,cl01,"There were thirty-eight patients on the bus the morning I left for Hanover , most of them disturbed and hallucinating .",mystery
712,cl01,"An interne , a nurse and two attendants were in charge of us .",mystery
713,cl01,"I felt lonely and depressed as I stared out the bus window at Chicago's grim , dirty West Side .",mystery
714,cl01,"It seemed incredible , as I listened to the monotonous drone of voices and smelled the fetid odors coming from the patients , that technically I was a ward of the state of Illinois , going to a hospital for the mentally ill .",mystery
715,cl01,"I suddenly thought of Mary Jane Brennan , the way her pretty eyes could flash with anger , her quiet competence , the gentleness and sweetness that lay just beneath the surface of her defenses .",mystery
716,cl01,We had become good friends during my stay at Cook County Hospital .,mystery
717,cl01,I had told her enough about myself to offset somewhat the damaging stories that had appeared in local newspapers after my little adventure in Marshall Field & Co. .,mystery
718,cl01,"She knew that I lived at a good address on the Gold Coast , that I had once been a medical student and was thinking of returning to the university to finish my medical studies .",mystery
719,cl01,She knew also that I was unmarried and without a single known relative .,mystery
720,cl01,"She wasn't quite sure that I felt enough remorse about my drinking , or that I would not return to it once I was out and on my own again .",mystery
721,cl01,This had worried her .,mystery
722,cl01,"`` I read those newspaper stories about you '' , she had said .",mystery
723,cl01,"`` You must have loved that girl very much , but you couldn't have meant it when you said that you wanted to kill her '' .",mystery
724,cl01,`` Why do you say that '' ? ?,mystery
725,cl01,I asked .,mystery
726,cl01,"`` I was full of booze and , well , a drunk is apt to do anything he says he'll do '' .",mystery
727,cl01,Nonsense ! !,mystery
728,cl01,I grew up in an Irish neighborhood on Chicago's West Side .,mystery
729,cl01,Don't tell me about drunks .,mystery
730,cl01,You're not the kind to go violent .,mystery
731,cl01,Were you in love with that girl '' ? ?,mystery
732,cl01,"`` Would it make any difference to you if I were , Mary Jane '' ? ?",mystery
733,cl01,"She met my eyes , suddenly angry .",mystery
734,cl01,`` I wouldn't have gone into nursing if I didn't care about people .,mystery
735,cl01,I'm interested in every patient I've helped take care of .,mystery
736,cl01,"When I think of people like you , well , I '' --",mystery
737,cl01,"`` You what , Mary Jane '' ? ?",mystery
738,cl01,"`` You are young , intelligent , have a whole lifetime before you to make something worth while of yourself , but you mess it up with whiskey , indifference , self-destructive attitudes .",mystery
739,cl01,I don't blame that girl for breaking her engagement with you .,mystery
740,cl01,Was she pretty '' ? ?,mystery
741,cl01,"`` Oh , yes '' , I said , feeling annoyed , `` she was very pretty .",mystery
742,cl01,"You don't believe that I'm going back to medical school and finish , do you '' ? ?",mystery
743,cl01,`` Why should I ? ?,mystery
744,cl01,I've worked this ward for three months now .,mystery
745,cl01,We keep getting the same ones back again and again .,mystery
746,cl01,"They all mean well , have great promises to make when they are about to go home , but drinking is their sickness .",mystery
747,cl01,"You've not seemed like them , but maybe you are .",mystery
748,cl01,You've treated your stay here like a big joke .,mystery
749,cl01,It's not a joke to be sent to a place like this or to Hanover .,mystery
750,cl01,"I wanted to go to college , too '' --",mystery
751,cl01,`` Why didn't you '' ? ?,mystery
752,cl01,I asked .,mystery
753,cl01,`` Chicago has some of the best '' --,mystery
754,cl01,Her eyes flashed angrily .,mystery
755,cl01,"`` That's what I mean about you , Anderson '' , she said .",mystery
756,cl01,`` You don't seem to know much about reality .,mystery
757,cl01,I'll tell you why I didn't go to college ; ;,mystery
758,cl01,I'm the oldest of six children .,mystery
759,cl01,My father's a policeman and makes less than seven thousand dollars a year .,mystery
760,cl01,"There was no money for tuition , for clothes , for all the things you apparently take for granted .",mystery
761,cl01,Nurses' training here doesn't cost anything .,mystery
762,cl01,They even pay me six dollars a month .,mystery
763,cl01,I think it's a good deal .,mystery
764,cl01,"I'm going to become a good nurse , and I've got two baby brothers that are going to have college if I have to work at my profession until I'm an old maid to give it to them '' .",mystery
765,cl01,`` Do you have a boy friend '' ? ?,mystery
766,cl01,I asked .,mystery
767,cl01,"`` That's none of your business '' , she said , then changed the subject .",mystery
768,cl01,"`` What about your father and mother , don't you think of them when you're in a place like this '' ? ?",mystery
769,cl01,"`` My father and mother died when I was two years old '' , I said .",mystery
770,cl01,`` My aunt raised me .,mystery
771,cl01,Aunt Mary died when I was doing my military service .,mystery
772,cl01,I have no one but myself to worry about '' .,mystery
773,cl01,"Something in my voice must have touched her deeply because her anger passed quickly , and she turned away to keep me from seeing her face .",mystery
774,cl01,"`` I'm sorry '' , she said .",mystery
775,cl01,`` I don't know what I'd do without my family .,mystery
776,cl01,We've always been so close '' .,mystery
777,cl01,`` Tell me more about them '' .,mystery
778,cl01,"Her eyes became bright as she talked about her father and mother , aunts and uncles , cousins .",mystery
779,cl01,"Listening , I felt cheated and lonely as only an orphan can .",mystery
780,cl01,When she had finished I said :,mystery
781,cl01,`` Your dad sounds like a good father and a good policeman .,mystery
782,cl01,"I'll bet he wouldn't be pleased if a rumdum like me were to ask his daughter for a date -- I mean , after I'm out of the hospital , a month or so from now '' .",mystery
783,cl01,`` My father is a sergeant of detectives and has been attached to Homicide for five years .,mystery
784,cl01,"He's a pretty good judge of character , Anderson .",mystery
785,cl01,I don't think he'd mind too much if he were sure you'd decided not to be a rumdum in the future '' .,mystery
786,cl01,`` What about you ? ?,mystery
787,cl01,How would you feel about it if I were to ask you for a date when I get through at Hanover '' ? ?,mystery
788,cl01,"`` If I thought you were serious about going back to school , that you'd learned something from your experiences here and at Hanover -- well , I might consider such an offer .",mystery
789,cl01,What about your that girl you were going to kill '' ? ?,mystery
790,cl01,"It suddenly seemed very important to me that Mary Jane Brennan should know the truth about me -- that I was not the confused , sick , irresponsible person she believed me to be .",mystery
791,cl01,"`` There are things about me that I can't tell you now , Mary Jane '' , I said , `` but if you'll go out to dinner with me when I get out of Hanover , I'd like to tell you the whole story .",mystery
792,cl01,I can say this : I'm dead serious about going back to school .,mystery
793,cl01,"As for that other girl , let's just say that I never want to see her again .",mystery
794,cl01,"You will get to come home on long weekends from Hanover , won't you '' ? ?",mystery
795,cl01,"`` Yes , I'll get one overnight a month '' .",mystery
796,cl01,"`` We'll go up to the Edgewater Beach Hotel for dinner '' , I said .",mystery
797,cl01,`` Do you like to dance ? ?,mystery
798,cl01,They always have a good orchestra '' .,mystery
799,cl01,"`` I like to dance '' , she said , then turned and walked away .",mystery
800,cl01,There hadn't been anything really personal in her interest in me .,mystery
801,cl01,I knew that .,mystery
802,cl01,It was just that she felt deeply about every patient on the ward and wanted to believe that they might benefit from their treatment there .,mystery
803,cl01,"Now , riding this hospital bus , feeling isolated and utterly alone , I knew that she was genuine and unique , quite unlike any girl I had known before .",mystery
804,cl01,It seemed the most important thing in my life at this moment that she should know the real truth about me .,mystery
805,cl01,It was a fantastic story .,mystery
806,cl01,"Only two people in the state of Illinois knew that I was entering Hanover State Hospital under an assumed name , or why .",mystery
